icao,iata,name,city,country,lat,lng,alt
VNLK,LUA,Lukla Airport,Lukla,Nepal,27.6868991852,86.7296981812,9380
VNBJ,BHP,Bhojpur Airport,Bhojpur,Nepal,27.1473999023,87.0507965088,4000
VNLD,LDN,Lamidanda Airport,Lamidanda,Nepal,27.2530994415,86.6699981689,4100
VNJS,JMO,Jomsom Airport,Jomsom,Nepal,28.780426,83.723,9000
VNMA,NGX,Manang Airport,Manang,Nepal,28.6413993835,84.0892028809,11001
VNPL,PPL,Phaplu Airport,Phaplu,Nepal,27.5177868809,86.5844535828,7918
VNRT,RUM,Rumjatar Airport,Rumjatar,Nepal,27.3034992218,86.5503997803,4500
VNDG,DNP,Tulsipur Airport,Dang,Nepal,28.1110992432,82.2941970825,2100
VNRK,RUK,Rukumkot Airport,Rukumkot,Nepal,28.6270008087,82.1949996948,2500
VNJL,JUM,Jumla Airport,Jumla,Nepal,29.2742004395,82.1932983398,7700
VNTJ,TPJ,Taplejung Airport,Taplejung,Nepal,27.3509,87.69525,7990
VNTR,TMI,Tumling Tar Airport,Tumling Tar,Nepal,27.3150005341,87.1932983398,1700
VNSK,SKH,Surkhet Airport,Surkhet,Nepal,28.5860004425,81.6360015869,2400
VNST,IMK,Simikot Airport,Simikot,Nepal,29.9710998535,81.818901062,9246
VNDP,DOP,Dolpa Airport,Dolpa,Nepal,28.9857006073,82.8190994263,8200
VNBG,BJH,Bajhang Airport,Bajhang,Nepal,29.5389995575,81.1854019165,4100
VNDH,DHI,Dhangarhi Airport,Dhangarhi,Nepal,28.7532997131,80.5819015503,690
RKJB,MWX,Muan International Airport,Muan,South Korea,34.991406,126.382814,35
LGPL,JTY,Astypalaia Airport,Astypalaia,Greece,36.5798988342,26.3757991791,165
LGIK,JIK,Ikaria Airport,Ikaria,Greece,37.6827011108,26.3470993042,79
LGKY,JKL,Kalymnos Airport,Kalymnos,Greece,36.9632987976,26.9405994415,771
LGML,MLO,Milos Airport,Milos,Greece,36.6968994141,24.4769001007,10
LGNX,JNX,Naxos Airport,Cyclades Islands,Greece,37.0811004639,25.3680992126,10
LGPA,PAS,Paros Airport,Paros,Greece,37.020495,25.113195,131
LGKJ,KZS,Kastelorizo Airport,Kastelorizo,Greece,36.1417007446,29.5764007568,489
HEMA,RMF,Marsa Alam International Airport,Marsa Alam,Egypt,25.557100296,34.5836982727,251
EDLV,NRN,Weeze Airport,Weeze,Germany,51.6024017334,6.1421699524,106
RPVV,USU,Francisco B. Reyes Airport,Busuanga,Philippines,12.1215000153,120.099998474,148
RPME,BXU,Bancasi Airport,Butuan,Philippines,8.9515,125.4788,141
RPMG,DPL,Dipolog Airport,Dipolog,Philippines,8.6019834988,123.341875076,12
RPLI,LAO,Laoag International Airport,Laoag,Philippines,18.1781005859,120.5319976807,25
RPLP,LGP,Legazpi City International Airport,Legazpi,Philippines,13.1575,123.735,66
RPMO,OZC,Labo Airport,Ozamis,Philippines,8.1785097122,123.8420028687,75
RPVM,CEB,Mactan Cebu International Airport,Cebu,Philippines,10.3074998856,123.9789962769,31
EDWS,NOE,Norden-Norddeich Airport,Norden,Germany,53.6330566406,7.1902780533,3
EDWJ,JUI,Juist Airport,Juist,Germany,53.6811103821,7.0558328629,7
SBPS,BPS,Porto Seguro Airport,Porto Seguro,Brazil,-16.4386005402,-39.0808982849,168
SNIG,,Iguatu Airport,Iguatu,Brazil,-6.34664011,-39.293800354,699
SBPJ,PMW,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,-10.2915000916,-48.3569984436,774
SBCN,CLV,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,-17.7252998352,-48.6074981689,2247
KMSO,MSO,Missoula International Airport,Missoula,United States,46.91630173,-114.0910034,3206
YBCK,BKQ,Blackall Airport,Blackall,Australia,-24.4277992249,145.429000854,928
YBUD,BDB,Bundaberg Airport,Bundaberg,Australia,-24.9039001465,152.319000244,107
KGCN,GCN,Grand Canyon National Park Airport,Grand Canyon,United States,35.9524002075,-112.1470031738,6609
KSGR,SGR,Sugar Land Regional Airport,Sugar Land,United States,29.6222991943,-95.65650177,82
YHYN,HIS,Hayman Island Heliport,Hayman Island,Australia,-20.0599,148.8834,8
KAPA,APA,Centennial Airport,Denver,United States,39.57009888,-104.848999,5885
KCVN,CVN,Clovis Municipal Airport,Clovis,United States,34.4250984192,-103.07900238,4216
KFST,FST,Fort Stockton Pecos County Airport,Fort Stockton,United States,30.9157009125,-102.916000366,3011
KLVS,LVS,Las Vegas Municipal Airport,Las Vegas,United States,35.6542015076,-105.141998291,6877
KIWS,IWS,West Houston Airport,Houston,United States,29.8181991577,-95.6725997925,111
KLHX,LHX,La Junta Municipal Airport,La Junta,United States,38.04970169,-103.5090027,4229
KLRU,LRU,Las Cruces International Airport,Las Cruces,United States,32.2893981934,-106.9219970703,4456
KBKD,BKD,Stephens County Airport,Breckenridge,United States,32.71900177,-98.8909988403,1284
KTPL,TPL,Draughon Miller Central Texas Regional Airport,Temple,United States,31.1525001526,-97.4077987671,682
KOZA,OZA,Ozona Municipal Airport,Ozona,United States,30.7353000641,-101.2030029297,2381
VRMT,KDM,Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,0.4881309867,72.9969024658,2
CYKD,LAK,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,68.223297,-135.00599,23
CYWJ,YWJ,Déline Airport,Deline,Canada,65.2110977173,-123.4359970093,703
CZFN,ZFN,Tulita Airport,Tulita,Canada,64.9096984863,-125.5729980469,332
CYGH,YGH,Fort Good Hope Airport,Fort Good Hope,Canada,66.2407989502,-128.6510009766,268
NVVW,TAH,Tanna Airport,Tanna,Vanuatu,-19.4550991058,169.2239990234,19
CYPC,YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,69.3608381154,-124.075469971,15
SLET,SRZ,El Trompillo Airport,Santa Cruz,Bolivia,-17.8115997314,-63.1715011597,1371
TNCS,SAB,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,17.6450004578,-63.2200012207,60
KEGE,EGE,Eagle County Regional Airport,Vail,United States,39.64260101,-106.9179993,6548
ENSK,SKN,Stokmarknes Skagen Airport,Stokmarknes,Norway,68.5788269043,15.033416748,11
KCGF,CGF,Cuyahoga County Airport,Richmond Heights,United States,41.5651016235,-81.4863967896,879
KMFD,MFD,Mansfield Lahm Regional Airport,Mansfield,United States,40.8213996887,-82.5166015625,1297
KCSG,CSG,Columbus Metropolitan Airport,Columbus,United States,32.5163002014,-84.9389038086,397
KLAW,LAW,Lawton Fort Sill Regional Airport,Lawton,United States,34.5676994324,-98.4166030884,1110
KFNL,FNL,Fort Collins Loveland Municipal Airport,Fort Collins,United States,40.4518013,-105.011001587,5016
KFLG,FLG,Flagstaff Pulliam Airport,Flagstaff,United States,35.13850021,-111.6709976,7014
KTVL,TVL,Lake Tahoe Airport,South Lake Tahoe,United States,38.893901825,-119.9950027466,6264
KTWF,TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,42.48180008,-114.487999,4154
KMVY,MVY,Martha's Vineyard Airport,Vineyard Haven MA,United States,41.3931007385,-70.6143035889,67
KCON,CON,Concord Municipal Airport,Concord NH,United States,43.20270157,-71.50229645,342
KGON,GON,Groton New London Airport,Groton CT,United States,41.3301010132,-72.0450973511,9
KSTC,STC,St Cloud Regional Airport,Saint Cloud,United States,45.5466003418,-94.0598983765,1031
ZBDH,BPE,Qinhuangdao Beidaihe Airport,Bagan,Burma,39.666389,119.058889,46
KGTR,GTR,Golden Triangle Regional Airport,Columbus Mississippi,United States,33.4502983093,-88.5914001465,264
UWGG,GOJ,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,56.2300987244,43.7840003967,256
KHQM,HQM,Bowerman Airport,Hoquiam,United States,46.9711990356,-123.93699646,18
KERI,ERI,Erie International Tom Ridge Field,Erie,United States,42.0831270134,-80.1738667488,732
KHYA,HYA,Barnstable Municipal Boardman Polando Field,Barnstable,United States,41.66930008,-70.28040314,54
KSEZ,SDX,Sedona Airport,Sedona,United States,34.8485984802,-111.7880020142,4830
KMGW,MGW,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,39.64289856,-79.91629791,1248
KCRW,CRW,Yeager Airport,Charleston,United States,38.3731002808,-81.5932006836,981
KAVP,AVP,Wilkes Barre Scranton International Airport,Scranton,United States,41.3385009766,-75.7233963013,962
KBJI,BJI,Bemidji Regional Airport,Bemidji,United States,47.50939941,-94.93370056,1391
YTNG,THG,Thangool Airport,Biloela,Australia,-24.4939002991,150.5760040283,644
NSFI,FGI,Fagali'i Airport,Apia,Samoa,-13.8486995697,-171.740005493,131
YBNA,BNK,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,-28.8339004517,153.56199646,7
KFAR,FAR,Hector International Airport,Fargo,United States,46.9207000732,-96.8158035278,902
KMKC,MKC,Charles B. Wheeler Downtown Airport,Kansas City,United States,39.1231994629,-94.5927963257,759
VDRK,RBE,Ratanakiri Airport,Ratanakiri,Cambodia,13.7299995422,106.9869995117,0
KGCC,GCC,Gillette Campbell County Airport,Gillette,United States,44.3488998413,-105.539001465,4365
UNTT,TOF,Bogashevo Airport,Tomsk,Russia,56.3802986145,85.2082977295,597
VTPB,PHY,Phetchabun Airport,Phetchabun,Thailand,16.6760005951,101.194999695,450
VTSE,CJM,Chumphon Airport,Chumphon,Thailand,10.7111997604,99.3617019653,18
ZUJZ,JZH,Jiuzhai Huanglong Airport,Jiuzhaigou,China,32.8533333333,103.682222222,11327
ZGOW,SWA,Jieyang Chaoshan International Airport,Shantou,China,23.552,116.5033,0
LFFE,,Enghien Moisselles Airport,Enghien-moisselles,France,49.0463981628,2.3530600071,335
SYCJ,GEO,Cheddi Jagan International Airport,Georgetown,Guyana,6.4985499382,-58.2541007996,95
SGES,AGT,Guarani International Airport,Ciudad del Este,Paraguay,-25.454516,-54.842682,846
SYGO,OGL,Ogle Airport,Georgetown,Guyana,6.8062801361,-58.1058998108,10
PKSA,KAI,Kaieteur International Airport,Kaieteur,Guyana,5.1727547646,-59.491481781,1520
ZLDH,DNH,Dunhuang Airport,Dunhuang,China,40.1610984802,94.8091964722,0
LIPY,AOI,Ancona Falconara Airport,Ancona,Italy,43.616299,13.3623,49
SCHA,CPO,Chamonate Airport,Copiapo,Chile,-27.2968997955,-70.4131011963,984
HETB,TCP,Taba International Airport,Taba,Egypt,29.5877990723,34.7780990601,2415
MWCL,LYB,Edward Bodden Airfield,Little Cayman,Cayman Islands,19.6669998169,-80.0999984741,3
LTFE,BJV,Milas Bodrum International Airport,Bodrum,Turkey,37.2505989075,27.6643009186,21
DTKA,TBJ,Tabarka 7 Novembre Airport,Tabarka,Tunisia,36.9799995422,8.8769397736,230
LTFJ,SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.898601532,29.3092002869,312
KUNV,SCE,University Park Airport,State College Pennsylvania,United States,40.8493003845,-77.8487014771,1239
YBRM,BME,Broome International Airport,Broome,Australia,-17.9447002411,122.2320022583,56
YWLM,NTL,Newcastle Airport,Newcastle,Australia,-32.7949981689,151.8339996338,31
BIBA,,Bakki Airport,Bakki,Iceland,63.556098938,-20.1375007629,45
LOWK,KLU,Klagenfurt Airport,Klagenfurt,Austria,46.642502,14.3377,1472
ENHF,HFT,Hammerfest Airport,Hammerfest,Norway,70.6797027588,23.6686000824,266
ENHV,HVG,Valan Airport,Honningsvag,Norway,71.0096969604,25.9836006165,44
ENMH,MEH,Mehamn Airport,Mehamn,Norway,71.0297012329,27.8267002106,39
ENVD,VDS,Vadsø Airport,Vadsø,Norway,70.0652999878,29.8446998596,127
OIIE,IKA,Imam Khomeini International Airport,Tehran,Iran,35.4160995483,51.1521987915,3305
OIMM,MHD,Mashhad International Airport,Mashhad,Iran,36.2351989746,59.6409988403,3263
UIBS,UIK,Ust-Ilimsk Airport,Ust Ilimsk,Russia,58.136100769,102.5650024414,1339
KMEI,MEI,Key Field,Meridian,United States,32.3325996399,-88.7518997192,297
KSPI,SPI,Abraham Lincoln Capital Airport,Springfield,United States,39.84410095,-89.67790222,598
KCEZ,CEZ,Cortez Municipal Airport,Cortez,United States,37.3030014038,-108.627998352,5918
KHDN,HDN,Yampa Valley Airport,Hayden,United States,40.48120117,-107.2180023,6606
KGUP,GUP,Gallup Municipal Airport,Gallup,United States,35.511100769,-108.789001465,6472
KLBL,LBL,Liberal Mid-America Regional Airport,Liberal,United States,37.0442009,-100.9599991,2885
KLAA,LAA,Lamar Municipal Airport,Lamar,United States,38.0696983337,-102.68800354,3706
KGLD,GLD,Renner Field-Goodland Municipal Airport,Goodland,United States,39.37060165,-101.6989975,3656
KCOD,COD,Yellowstone Regional Airport,Cody,United States,44.520198822,-109.024002075,5102
ENOV,HOV,"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,62.1800003052,6.0741000175,243
EGHE,ISC,St. Mary's Airport,ST MARY\\'S,United Kingdom,49.9132995605,-6.2916698456,116
KSGF,SGF,Springfield Branson National Airport,Springfield,United States,37.24570084,-93.38860321,1268
ENNK,NVK,Narvik Framnes Airport,Narvik,Norway,68.4368972778,17.3866996765,95
ENBV,BVG,Berlevåg Airport,Berlevag,Norway,70.8713989258,29.0342006683,42
ENFB,FBU,"Oslo, Fornebu Airport",Oslo,Norway,59.8958015442,10.6171998978,0
UOOO,NSK,Norilsk-Alykel Airport,Norilsk,Russia,69.3110961914,87.3321990967,574
URKA,AAQ,Anapa Vityazevo Airport,Anapa,Russia,45.0021018982,37.3473014832,174
KJLN,JLN,Joplin Regional Airport,Joplin,United States,37.1517982483,-94.498298645,981
KABE,ABE,Lehigh Valley International Airport,Allentown,United States,40.6520996094,-75.4408035278,393
KXNA,XNA,Northwest Arkansas Regional Airport,Bentonville,United States,36.281898,-94.306801,1287
UATG,GUW,Atyrau Airport,Atyrau,Kazakhstan,47.1218986511,51.8213996887,-72
UAOO,KZO,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,44.7069015503,65.5924987793,433
KSBN,SBN,South Bend Regional Airport,South Bend,United States,41.7086982727,-86.3172988892,799
UUBB,BKA,Bykovo Airport,Moscow,Russia,55.6171989441,38.0600013733,427
ULAA,ARH,Talagi Airport,Arkhangelsk,Russia,64.6003036499,40.7167015076,62
UWSS,RTW,Saratov Central Airport,Saratov,Russia,51.5649986267,46.0466995239,499
USMU,NUX,Novy Urengoy Airport,Novy Urengoy,Russia,66.0693969727,76.5203018188,210
USRO,NOJ,Noyabrsk Airport,Noyabrsk,Russia,63.1833000183,75.2699966431,446
UATE,SCO,Aktau Airport,Aktau,Kazakhstan,43.8600997925,51.091999054,73
UUYH,UCT,Ukhta Airport,Ukhta,Russia,63.5668983459,53.8046989441,482
UUYS,USK,Usinsk Airport,Usinsk,Russia,66.004699707,57.3671989441,262
UUYP,PEX,Pechora Airport,Pechora,Russia,65.1211013794,57.1307983398,98
ULAM,NNM,Naryan Mar Airport,Naryan-Mar,Russia,67.6399993896,53.1218986511,36
ULOO,PKV,Pskov Airport,Pskov,Russia,57.7839012146,28.3955993652,154
USRK,KGP,Kogalym International Airport,Kogalym,Russia,62.1903991699,74.5337982178,220
UNKL,KJA,Yemelyanovo Airport,Krasnoyarsk,Russia,56.1729011536,92.4933013916,942
UAKK,KGF,Sary-Arka Airport,Karaganda,Kazakhstan,49.6707992554,73.3343963623,1765
UNCC,,Novosibirsk North Airport,Novosibirsk,Russia,55.0917015076,82.9067001343,558
USHU,URJ,Uray Airport,Uraj,Russia,60.1032981873,64.8266983032,190
UUBI,IWA,Ivanovo South Airport,Ivanovo,Russia,56.9393997192,40.9407997131,410
ZYCC,CGQ,Longjia Airport,Changchun,China,43.9962005615,125.684997559,706
RJSN,KIJ,Niigata Airport,Niigata,Japan,37.9558982849,139.121002197,29
PJON,JON,Johnston Atoll Airport,Johnston Island,Johnston Atoll,16.7285995483,-169.533996582,7
KSMD,SMD,Smith Field,Fort Wayne IN,United States,41.14339828,-85.15280151,835
KACV,ACV,Arcata Airport,Arcata CA,United States,40.978099823,-124.1090011597,221
KOAJ,OAJ,Albert J Ellis Airport,Jacksonville NC,United States,34.8292007446,-77.6120986938,94
KTCL,TCL,Tuscaloosa Regional Airport,Tuscaloosa AL,United States,33.2206001282,-87.6113967896,170
KDBQ,DBQ,Dubuque Regional Airport,Dubuque IA,United States,42.40200043,-90.70950317,1077
VHST,,Shun Tak Heliport,Hong Kong,Hong Kong,22.2893714905,114.152153015,107
AGAT,ATD,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011002,0
AGGA,AKS,Auki Airport,Auki,Solomon Islands,-8.7025699616,160.682006836,5
AGGE,BAS,Ballalae Airport,Ballalae,Solomon Islands,-6.990745,155.886656,5
AGGF,FRE,Fera/Maringe Airport,Fera Island,Solomon Islands,-8.1075,159.576996,0
AGGI,MBU,Babanakira Airport,Mbambanakira,Solomon Islands,-9.7475004196,159.8390045166,0
AGGK,IRA,Ngorangora Airport,Kirakira,Solomon Islands,-10.4497003555,161.897994995,54
AGGL,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.7202997208,165.7949981689,18
AGGM,MUA,Munda Airport,Munda,Solomon Islands,-8.3279695511,157.2630004883,10
AGGN,GZO,Nusatupe Airport,Gizo,Solomon Islands,-8.0977802277,156.863998413,13
AGGO,MNY,Mono Airport,Stirling Island,Solomon Islands,-7.4169402122,155.5650024414,0
AGGR,RNL,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,-11.5339002609,160.06300354,0
AGGU,RUS,Marau Airport,Marau,Solomon Islands,-9.8616695404,160.824996948,0
AGGV,VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.585559845,158.7310028076,0
AGKG,KGE,Kaghau Airport,Kagau Island,Solomon Islands,-7.3305,157.585,30
AGRM,RBV,Ramata Airport,Ramata,Solomon Islands,-8.1680603027,157.6430053711,0
AYBK,BUA,Buka Airport,Buka Island,Papua New Guinea,-5.4223198891,154.6730041504,11
AYCH,CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.0242900848,144.970993042,4974
AYDU,DAU,Daru Airport,Daru,Papua New Guinea,-9.0867595673,143.207992554,20
AYGN,GUR,Gurney Airport,Gurney,Papua New Guinea,-10.3114995956,150.333999634,88
AYGR,PNP,Girua Airport,Girua,Papua New Guinea,-8.8045396805,148.309005737,311
AYHK,HKN,Kimbe Airport,Hoskins,Papua New Guinea,-5.4621701241,150.4049987793,66
AYKI,UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.1257100105,141.2819976807,88
AYKK,KRI,Kikori Airport,Kikori,Papua New Guinea,-7.4243798256,144.2500762939,50
AYKM,KMA,Kerema Airport,Kerema,Papua New Guinea,-7.9636101723,145.770996094,10
AYKV,KVG,Kavieng Airport,Kavieng,Papua New Guinea,-2.5794000626,150.807998657,7
AYMN,MDU,Mendi Airport,Mendi,Papua New Guinea,-6.14774,143.656998,5680
AYMO,MAS,Momote Airport,Momote,Papua New Guinea,-2.06189,147.423996,12
AYMR,MXH,Moro Airport,Moro,Papua New Guinea,-6.3633298874,143.238006592,2740
AYMS,MIS,Misima Island Airport,Misima Island,Papua New Guinea,-10.6892004013,152.837997437,26
AYTA,TIZ,Tari Airport,Tari,Papua New Guinea,-5.8449997902,142.947998047,5500
AYTB,TBG,Tabubil Airport,Tabubil,Papua New Guinea,-5.2786102295,141.2259979248,1570
AYTK,RAB,Tokua Airport,Tokua,Papua New Guinea,-4.3404598236,152.380004883,32
AYVN,VAI,Vanimo Airport,Vanimo,Papua New Guinea,-2.6926,141.3028,10
AYWD,WBM,Wapenamanda Airport,Wapenamanda,Papua New Guinea,-5.6433000565,143.8950042725,5889
BGAP,LLU,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,60.46445,-45.56917,54
BGCO,CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.7431030273,-22.6504993439,45
BGFH,JFR,Paamiut Heliport,Paamiut,Greenland,61.9921989441,-49.6624984741,63
BGGN,JGO,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,69.251181993,-53.5148763657,9
BGJH,JJU,Qaqortoq Heliport,Qaqortoq,Greenland,60.7156841553,-46.0299186409,53
BGMQ,JSU,Maniitsoq Airport,Maniitsoq,Greenland,65.4124984741,-52.9393997192,91
BGNN,JNN,Nanortalik Heliport,Nanortalik,Greenland,60.1418839759,-45.232976675,17
BGNS,JNS,Narsaq Heliport,Narsaq,Greenland,60.9172827256,-46.059923172,83
BGQQ,NAQ,Qaanaaq Airport,Qaanaaq,Greenland,77.4886016846,-69.3887023926,51
BGSS,JHS,Sisimiut Airport,Sisimiut,Greenland,66.9513015747,-53.7293014526,33
BGUK,JUV,Upernavik Airport,Upernavik,Greenland,72.7901992798,-56.1305999756,414
BGUQ,JQA,Qaarsut Airport,Uummannaq,Greenland,70.7341995239,-52.6962013245,289
BIGR,GRY,Grímsey Airport,Grímsey,Iceland,66.5458,-18.0173,66
BITN,THO,Thorshofn Airport,Thorshofn,Iceland,66.21849823,-15.3355998993,65
BIVO,VPN,Vopnafjörður Airport,Vopnafjörður,Iceland,65.7205963135,-14.8506002426,16
CAE5,YWS,Whistler/Green Lake Water Aerodrome,Whistler,Canada,50.1436004639,-122.948997498,2100
CAJ4,YAA,Anahim Lake Airport,Anahim Lake,Canada,52.4524993896,-125.3030014038,3635
CCA6,YWM,Williams Harbour Airport,Williams Harbour,Canada,52.5668983459,-55.7846984863,70
CCK4,YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,52.3727989197,-55.6739006042,74
CCP4,YHA,Port Hope Simpson Airport,Port Hope Simpson,Canada,52.5280990601,-56.2860984802,347
CCZ2,YRG,Rigolet Airport,Rigolet,Canada,54.1796989441,-58.4575004578,180
CEB3,YCK,Colville Lake Airport,Colville Lake,Canada,67.0392,-126.08,850
CEM3,YLE,Whatì Airport,Whatì,Canada,63.1316986084,-117.2460021973,882
CJV7,SUR,Summer Beaver Airport,Summer Beaver,Canada,52.7085990906,-88.5419006348,832
CKB6,YAX,Wapekeka Airport,Angling Lake,Canada,53.8492012024,-89.5793991089,712
CKL3,WNN,Wunnumin Lake Airport,Wunnumin Lake,Canada,52.893901825,-89.2891998291,819
CKQ3,YNO,North Spirit Lake Airport,North Spirit Lake,Canada,52.4900016785,-92.9710998535,1082
CNE3,XBE,Bearskin Lake Airport,Bearskin Lake,Canada,53.9655990601,-91.0271987915,800
CNM5,KIF,Kingfisher Lake Airport,Kingfisher Lake,Canada,53.0125007629,-89.8553009033,866
CNT3,YOG,Ogoki Post Airport,Ogoki Post,Canada,51.6585998535,-85.9017028809,594
CPV7,YHP,Poplar Hill Airport,Poplar Hill,Canada,52.1133003235,-94.2555999756,1095
CSU2,YKU,Chisasibi Airport,Chisasibi,Canada,53.8055992126,-78.9169006348,43
CTB6,ZTB,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,50.6744003296,-59.3835983276,107
CTU5,ZLT,La Tabatière Airport,La Tabatière,Canada,50.8307991028,-58.9756011963,102
CYAC,YAC,Cat Lake Airport,Cat Lake,Canada,51.7271995544,-91.8244018555,1344
CYAG,YAG,Fort Frances Municipal Airport,Fort Frances,Canada,48.6542015076,-93.4396972656,1125
CYAQ,XKS,Kasabonika Airport,Kasabonika,Canada,53.5247001648,-88.6427993774,672
CYAS,YKG,Kangirsuk Airport,Kangirsuk,Canada,60.0271987915,-69.9991989136,403
CYAT,YAT,Attawapiskat Airport,Attawapiskat,Canada,52.9275016785,-82.4319000244,31
CYAX,,Lac Du Bonnet Airport,Lac Du Bonnet,Canada,50.2943992615,-96.0100021362,850
CYBE,YBE,Uranium City Airport,Uranium City,Canada,59.5614013672,-108.4810028076,1044
CYBX,YBX,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,51.4435997009,-57.1852989197,121
CYCA,YRF,Cartwright Airport,Cartwright,Canada,53.682800293,-57.0419006348,40
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.3469009399,-90.7311019897,32
CYDP,YDP,Nain Airport,Nain,Canada,56.5491981506,-61.6803016663,22
CYER,YER,Fort Severn Airport,Fort Severn,Canada,56.018901825,-87.6761016846,48
CYFA,YFA,Fort Albany Airport,Fort Albany,Canada,52.2014007568,-81.6968994141,48
CYFH,YFH,Fort Hope Airport,Fort Hope,Canada,51.5619010925,-87.9077987671,899
CYFT,YMN,Makkovik Airport,Makkovik,Canada,55.0769004822,-59.1864013672,234
CYGB,YGB,Texada Gillies Bay Airport,Texada,Canada,49.6941986084,-124.5179977417,326
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,54.5588989258,-94.4914016724,617
CYGT,YGT,Igloolik Airport,Igloolik,Canada,69.3647003174,-81.8161010742,174
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,Canada,55.2818984985,-77.765296936,34
CYGX,YGX,Gillam Airport,Gillam,Canada,56.3574981689,-94.7106018066,476
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,Canada,76.4261016846,-82.9092025757,146
CYHA,YQC,Quaqtaq Airport,Quaqtaq,Canada,61.0463981628,-69.6177978516,103
CYHC,CXH,Vancouver Harbour Water Aerodrome,Vancouver,Canada,49.2943992615,-123.111000061,0
CYHH,YNS,Nemiscau Airport,Nemiscau,Canada,51.6911010742,-76.135597229,802
CYHO,YHO,Hopedale Airport,Hopedale,Canada,55.448299408,-60.2285995483,39
CYHR,YHR,Chevery Airport,Chevery,Canada,50.4688987732,-59.6366996765,39
CYIK,YIK,Ivujivik Airport,Ivujivik,Canada,62.417301178,-77.9253005981,126
CYIV,YIV,Island Lake Airport,Island Lake,Canada,53.8572006226,-94.6536026001,770
CYKO,AKV,Akulivik Airport,Akulivik,Canada,60.8185997009,-78.1485977173,75
CYKQ,YKQ,Waskaganish Airport,Waskaganish,Canada,51.4733009338,-78.7583007813,80
CYLA,YPJ,Aupaluk Airport,Aupaluk,Canada,59.2966995239,-69.5997009277,119
CYLC,YLC,Kimmirut Airport,Kimmirut,Canada,62.8499984741,-69.8833007812,175
CYLH,YLH,Lansdowne House Airport,Lansdowne House,Canada,52.1955986023,-87.9341964722,834
CYSG,YSG,St Georges Airport,Lutselk'e,Canada,46.0964012146,-70.7146987915,893
CYLU,XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,58.7113990784,-65.9927978516,215
CYMH,YMH,Mary's Harbour Airport,Mary's Harbour,Canada,52.3027992249,-55.8471984863,38
CYMT,YMT,Chapais Airport,Chibougamau,Canada,49.771900177,-74.5280990601,1270
CYMU,YUD,Umiujaq Airport,Umiujaq,Canada,56.5360984802,-76.5183029175,250
CYNC,YNC,Wemindji Airport,Wemindji,Canada,53.0106010437,-78.8311004639,66
CYNE,YNE,Norway House Airport,Norway House,Canada,53.9583015442,-97.8442001343,734
CYNL,YNL,Points North Landing Airport,Points North Landing,Canada,58.2766990662,-104.0820007324,1605
CYOH,YOH,Oxford House Airport,Oxford House,Canada,54.9333000183,-95.2789001465,663
CYPH,YPH,Inukjuak Airport,Inukjuak,Canada,58.4719009399,-78.0768966675,83
CYPM,YPM,Pikangikum Airport,Pikangikum,Canada,51.8196983337,-93.9732971191,1114
CYPO,YPO,Peawanuck Airport,Peawanuck,Canada,54.9880981445,-85.4432983398,173
CYPW,YPW,Powell River Airport,Powell River,Canada,49.8342018127,-124.5,425
CYQD,YQD,The Pas Airport,The Pas,Canada,53.9714012146,-101.091003418,887
CYQN,YQN,Nakina Airport,Nakina,Canada,50.182800293,-86.6964035034,1057
CYRA,YRA,Rae Lakes Airport,Gamètì,Canada,64.1160964966,-117.3099975586,723
